"Thierry Veltman","Helen Berman"
"Vincent van Gogh","Henri Matisse"
"Thomas Hobbes","Baruch Spinoza"
"William Petty","Bernard Mandeville"
"Thomas Paine","Bertrand Russell"
"Alexander Lernet-Holenia","Billy Wilder"
"Soupy Sales","Howard Stern"
"Sheridan Le Fanu","Bram Stoker"
"Bénédict Morel","Cesare Lombroso"
"Victor Hugo","Charles Baudelaire"
"Mark Richard","Chuck Palahniuk"
"Denis Johnson","Chuck Palahniuk"
"Vincenzo Viviani","Isaac Barrow"
"Roman Jakobson","Claude Lévi-Strauss"
"Stephen King","J. J. Abrams"
"Juan Tyrone Garcia","Jackie Chan"
"Tobias Wolff","James Franco"
"Robert Moray","James Gregory"
"William S. Burroughs","David Bowie"
"William Eggleston","David Lynch"
"Joseph Butler Joseph Butler 1","Jeremy Bentham"
"Robert Klein","Jerry Seinfeld"
"Vladimir Nabokov","Jhumpa Lahiri"
"Rudyard Kipling","Edgar Rice Burroughs"
"Sigmund Freud","Joel Kovel"
"Thomas Bernhard","Elfriede Jelinek"
"Sigmund Freud","Erich Fromm"
"Sherwood Anderson","Ernest Hemingway"
"Joseph Butler Joseph Butler 1","John Warwick Montgomery"
"Ursula K. Le Guin","Jonathan Lethem"
"Israel Lyons","Joseph Banks"
"Roman Jakobson","Joseph Greenberg"
"William March","Joseph Heller"
"Thomas Henry Huxley","Julian Huxley"
"Julian Coolidge","Franklin D. Roosevelt"
"Yves Tanguy","Kay Sage"
"William Makepeace Thackeray","George Orwell"
"Robert A. Heinlein","George R. R. Martin"
"Roger Zelazny","George R. R. Martin"
"Thomas Hobbes","Gottfried Wilhelm Leibniz"
"William March","Kurt Vonnegut"
"Thomas Henry Huxley","H. G. Wells"
"Lazarus Fuchs","Henri Poincaré"
"Virgil","Henry David Thoreau"
"Raymond Aron","Henry Kissinger"
"William Ross Ashby","Herbert A. Simon"
"Sigmund Freud","Herbert Marcuse"
"Writings of Marcus Tullius Cicero","Leo Strauss"
"Stendhal","Leo Tolstoy"
"Victor Hugo","Leo Tolstoy"
"Sigmund Freud","Jürgen Habermas"
"Sherwood Anderson","J. D. Salinger"
"William S. Burroughs","Lou Reed"
"Victor Hugo","Louis-Honoré Fréchette"
"Philip Burton Moon","James Chadwick"
"Stendhal","James Joyce"
"Sheridan Le Fanu","James Joyce"
"Sigmund Freud","Jean-Paul Sartre"
"Voltaire","Jean-Paul Sartre"
"Victor Hugo","Jean Cocteau"
"William Blake","Jim Morrison"
"Roger Zelazny","Joe Haldeman"
"William S. Burroughs","Lydia Lunch"
"Reg Hartt","John Kricfalusi"
"Thomas Robert Malthus","John Maynard Keynes"
"William Petty","John Maynard Keynes"
"Sherwood Anderson","John Steinbeck"
"Vladimir Nabokov","John Updike"
"Truman Capote","John Updike"
"Victor Hugo","Jorge Luis Borges"
"Virgil","Jorge Luis Borges"
"Rafael Barrett","Jorge Luis Borges"
"Robert Solow","Joseph Stiglitz"
"Sigmund Freud","Karen Horney"
"Margaret Laurence","Margaret Atwood"
"William McDougall","Konrad Lorenz"
"Sergei Winogradsky","Martinus Beijerinck"
"Adolf Mayer","Martinus Beijerinck"
"Thomas Paine","Mary Wollstonecraft"
"Theatrical Productions of André Antoine","Max Reinhardt"
"Sigmund Freud","Louis Althusser"
"Tristan Tzara","Louis Aragon"
"Virgil","Ludovico Ariosto"
"Stendhal","Marcel Proust"
"Vladimir Nabokov","Martin Amis"
"Red Skelton","Michael Richards"
"Roman Jakobson","Michael Silverstein"
"Roland Barthes","Michel Foucault"
"Writings of Marcus Tullius Cicero","Montesquieu"
"Ray Bradbury","Neil Gaiman"
"Robert A. Heinlein","Neil Gaiman"
"Roger Zelazny","Neil Gaiman"
"Ursula K. Le Guin","Neil Gaiman"
"Proclus","Nicholas of Cusa"
"Voltaire","Nikola Tesla"
"Abdullah Sadiq","Nikolay Bogolyubov"
"Thomas Mayne Reid","Nikolay Gumilev"
"Sanai","Nizami Ganjavi"
"William Ross Ashby","Norbert Wiener"
"Robert Klein","Nick DiPaolo"
"Vilfredo Pareto","Oskar R. Lange"
"Virgil","Ovid"
"William Blake","Patti Smith"
"William S. Burroughs","Patti Smith"
"Thomas Kuhn","Paul Feyerabend"
"Victor Hugo","Paul Verlaine"
"William Blake","Paulo Coelho"
"Ronald Fisher","Oscar Kempthorne"
"Writings of Marcus Tullius Cicero","Pierre-Joseph Proudhon"
"Strato of Lampsacus","Pierre Bayle"
"Thomas Henry Huxley","Patrick Geddes"
"Rudyard Kipling","Poul Anderson"
"Kurt Goldstein","Paul Tillich"
"Harry Enfield","Paul Whitehouse"
"Writings of Marcus Tullius Cicero","Quintilian"
"Ray Bradbury","R. L. Stine"
"Sherwood Anderson","Ray Bradbury"
"Raymond Aron","Raymond Barre"
"Thomas Kuhn","Richard Rorty"
"Vladimir Nabokov","Richard Rorty"
"Willard Van Orman Quine","Richard Rorty"
"Rudyard Kipling","Robert A. Heinlein"
"Thomas Hardy","Robert Frost"
"Writings of Marcus Tullius Cicero","Pliny the Younger"
"Roman Jakobson","Roland Barthes"
"Friedrich Adolf Trendelenburg","Rudolf Christoph Eucken"
"Tristan Tzara","Samuel Beckett"
"Thomas Henry Huxley","Ray Lankester"
"Sergei Winogradsky","Selman Waksman"
"Richard Doll","Richard Peto"
"Stephen Colbert","Rob Corddry"
"Simon Kuznets","Robert Fogel"
"Ludwig Börne","Sigmund Freud"
"Ralph Walter Graystone Wyckoff","Robley C. Williams"
"Robert Nozick","Roderick Long"
"Sanai","Rumi"
"Ray Bradbury","Stephen King"
"Owen Barfield","T. S. Eliot"
"Writings of Marcus Tullius Cicero","Tacitus"
"Thomas Paine","Thomas Edison"
"Thomas Paine","Thomas Jefferson"
"Juan Tyrone Garcia","Stephen Chow"
"Steve Martin","Stephen Colbert"
"Robin Blaser","Steve McCaffery"
"Theophrastus","Strato of Lampsacus"
"Voltaire","Victor Hugo"
"Vladimir Nabokov","Victor Pelevin"
"Thomas Mayne Reid","Vladimir Nabokov"
"Writings of Marcus Tullius Cicero","Voltaire"
"William Blake","W. B. Yeats"
"Sigmund Freud","Wilhelm Reich"
"Joseph Butler Joseph Butler 1","William Paley"
"Tristan Tzara","William S. Burroughs"
"Virgil","William Shakespeare"
"R. D. Blackmore","Thomas Hardy"
"Joseph Butler Joseph Butler 1","Thomas Reid"
"Ray Lankester","Walter Frank Raphael Weldon"
"William of Ockham","Willard Van Orman Quine"
"Burton Dreben","Willard Van Orman Quine"
"Thomas Henry Huxley","William Henry Flower"
"Christine Korsgaard","Austin Dacey"
"Phil Hale","Jeremy Geddes"
"Dragotin Kette","Miran Jarc"
"Sylvia Plath","Anne Sexton"
"Bertram Boltwood","Arthur Holmes"
"Dragotin Kette","Ciril Zlobec"
"Ursula K. Le Guin","David Mitchell"
"Meary James Thurairajah Tambimuttu","Elizabeth Smart"
"Sigmund Freud","Félix Guattari"
"Augustus Le Plongeon","Frank Collin"
"Barron Storey","George Pratt"
"Dragotin Kette","Ivan Cankar"
"Robert A. Heinlein","John Varley"
"William Eggleston","Juergen Teller"
"Thomas Paine","Jyotirao Phule"
"Judith Merril","Karl Schroeder"
"Rose Tang","Liu Dao"
"Stendhal","Mihail Sebastian"
"Thomas Paine","Pierre Victurnien Vergniaud"
"Robert Frost","Richard Wilbur"
"Ulisse Cambi","Giorgio Ceragioli"
"Liu Dao","Rose Tang"
"Tristan Tzara","Jerome Rothenberg"
"Maurice Ewing","Jack Oliver"
"Thomas Paine","Abraham Lincoln"
"Kurt Goldstein","Abraham Maslow"
"William Blake","Allen Ginsberg"
"William S. Burroughs","Allen Ginsberg"
"Tristan Tzara","Allen Ginsberg"
"James Wright","Allen Ginsberg"
"Thales","Anaximenes of Miletus"
"Jane C. Loudon","Anne Rice"
"Socrates","Aristotle"
"Zeno of Elea","Aristotle"
"Thomas Hobbes","Baron d'Holbach"
"Owen Barfield","C. S. Lewis"
"Joseph Butler Joseph Butler 1","C. S. Lewis"
"Sigmund Freud","Carl Jung"
"Victoria, Lady Welby","Charles Kay Ogden"
"Okey Ndibe","Chinua Achebe"
"Jim Allen","Christopher Eccleston"
"Thomas Paine","Christopher Hitchens"
"Vladimir Nabokov","Christopher Hitchens"
"Stephen King","Damon Lindelof"
"Writings of Marcus Tullius Cicero","David Hume"
"Joseph Butler Joseph Butler 1","David Hume"
"Stendhal","Doris Lessing"
"Idries Shah","Doris Lessing"
"William Merritt Chase","Edward Hopper"
"Rainer Maria Rilke","Erich Maria Remarque"
"Stendhal","Friedrich Nietzsche"
"Voltaire","Friedrich Nietzsche"
"Friedrich Adolf Trendelenburg","Gottlob Frege"
"Kuno Fischer","Gottlob Frege"
"William S. Burroughs","Gus Van Sant"
"William Eggleston","Gus Van Sant"
"Ursula K. Le Guin","Hayao Miyazaki"
"Willard Van Orman Quine","Hilary Putnam"
"William S. Burroughs","Ian Curtis"
"Thomas Kuhn","Imre Lakatos"
"Robert Boyle","Isaac Newton"
"Owen Barfield","J. R. R. Tolkien"
"Thomas Hobbes","John Locke"
"Writings of Marcus Tullius Cicero","John Locke"
"Guillaume-François Rouelle","Joseph Proust"
"William Blake","Kenzaburō Ōe"
"Thomas Robert Malthus","Mao Zedong"
"Proclus","Marsilio Ficino"
"Claude Vorilhon","Michel Houellebecq"
"Simon Kuznets","Milton Friedman"
"Willard Van Orman Quine","Noam Chomsky"
"Socrates","Plato"
"Zeno of Elea","Plato"
"William Eggleston","Sofia Coppola"
"Rainer Maria Rilke","Thomas Pynchon"
"Vladimir Nabokov","Thomas Pynchon"
"William S. Burroughs","Thomas Pynchon"
"William March","Thomas Pynchon"
"Sherwood Anderson","Thomas Wolfe"
"Steve Byrne","Fahad Albutairi"
"William Cleghorn","Adam Ferguson"
"Sigmund Freud","Luce Irigaray"
"Rafael Barrett","Augusto Roa Bastos"
"Willard Van Orman Quine","Brian Leiter"
"Lazarus Fuchs","Camille Jordan"
"Robert A. Heinlein","David D. Friedman"
"Willard Van Orman Quine","Donald Davidson"
"Raymond Aron","François Furet"
"William S. Burroughs","Genesis P-Orridge"
"Robert Solow","George Akerlof"
"Jacques Ellul","Ivan Illich"
"Robert Solow","Jagdish Bhagwati"
"Sanai","Jami"
"Robert Klein","Jay Leno"
"Jim Allen","Jimmy McGovern"
"Augustus Le Plongeon","Lewis Spence"
"Steven Wright","Mitch Hedberg"
"Terry Pratchett","Natasha Rhodes"
"William Blake","Pete Doherty"
"Jean-Baptiste Bouillaud","Ramón Emeterio Betances"
"William McDougall","Thorstein Veblen"
"Félix Guattari","Antonio Negri"
"Stendhal","Carlos Fuentes"
"Dieter Seebach","Elias James Corey"
"Stendhal","Grigol Robakidze"
"William S. Burroughs","Keith Haring"
"William Blake","Northrop Frye"
"Sigmund Freud","Norman O. Brown"
"Lloyd Shapley","Jon Folkman"
"Hans Vaihinger","James Hillman"
"Owen Barfield","James Hillman"
"Wolfgang Smith","Olavo de Carvalho"
"Jörg Huffschmid","Sven Giegold"
"George Seldes","Peggy Charren"
"Meary James Thurairajah Tambimuttu","Kathleen Raine"
"T. S. Eliot","Seán Ó Ríordáin"
"Ritwik Ghatak","Ketan Mehta"
"Franz Kaspar Hesselbach","Konrad Johann Martin Langenbeck"
"Auseklis Ozols","Matt Rinard"
"Dragotin Kette","Oton Župančič"
"Raymond Aron","Claude Lefort"
"Thomas Hardy","D. H. Lawrence"
"William S. Burroughs","Robert Wyatt"
"Sigmund Freud","Stefan Molyneux"
"Idries Shah","Arthur J. Deikman"
"Roman Jakobson","Friedemann Schulz von Thun"
"Carlos Pezoa Véliz","Gonzalo Rojas"
"Félix Guattari","Guy Hocquenghem"
"Voltaire","Juan José Castelli"
"Willard Van Orman Quine","David Lewis"
"Raymond Aron","Jean-François Revel"
"Robert Sugden","Kenneth Binmore"
"Maurice Ewing","Frank Press"
"Tobias Wolff","Stephen Elliott"
"William Rowan Hamilton","Zerah Colburn"
"Mihail Sebastian","David Auburn"
"Vilfredo Pareto","Henry Ludwell Moore"
"William H. Gass","Susan Steinberg"
"Owen Barfield","Colin Falck"
"William H. Gass","Joanna Scott"
"Emanuel Hahn","Lucille Oille"
"Edward Hodges Baily","Musgrave Watson"
"Raymond Aron","André Glucksmann"
"William Blake","Ben Okri"
"Robin Blaser","Erin Mouré"
"Voltaire","Founding Fathers of the United States"
"Writings of Marcus Tullius Cicero","Founding Fathers of the United States"
"William S. Burroughs","Jack Kerouac"
"Juan Tyrone Garcia","Jet Li"
"Kuno Fischer","John Pentland Mahaffy"
"Victor Hugo","Leconte de Lisle"
"Vilfredo Pareto","Maurice Allais"
"Vincent van Gogh","Oskar Kokoschka"
"Sigmund Freud","Paul Ricœur"
"Jonathan Dordick","Shirley Jackson"
"Hanibal Lucić","Stanko Vraz"
"Willard Van Orman Quine","David Kaplan"
"Hans Vaihinger","George Kelly"
"Jonathan Dordick","Robert J. Linhardt"
"Bénédict Morel","Max Nordau"
"Truman Capote","John O'Hara"
"Michael Palmer","Language poets"
"Vladimir Nabokov","Oğuz Atay"
"Thomas Robert Malthus","William Thompson"
"Vladimir Nabokov","Zadie Smith"
"Tristan Tzara","Andrei Codrescu"
"Auseklis Ozols","Tony Green"
"Raymond Aron","Albert Palle"
"Herman Bailey","Varnette Honeywood"
"Motiur Rahman Mollik","Bengali poetry"
"Bénédict Morel","Henry Maudsley"
"Emanuel Hahn","Christian Cardell Corbet"
"Florence Wyle","Christian Cardell Corbet"
"Barron Storey","David Choe"
"Emanuel Hahn","Elizabeth Bradford Holbrook"
"Florence Wyle","Elizabeth Bradford Holbrook"
"Phil Hale","Jon Foster"
"Raymond Aron","Luc Ferry"
"Steven Wright","Milton Jones"
"Terry Pratchett","Samit Basu"
"Julie Garwood","Shane Bolks"
"Thomas Robert Malthus","Francis Place"
"William March","Gustav Hasford"
"Sigmund Freud","Mark Solms"
"Lloyd Shapley","Martin Shubik"
"Robert Solow","Robert J. Gordon"
"Vladimir Nabokov","Terence McKenna"
"Jane C. Loudon","William Bayle Bernard"
"Valentin Kataev","Ilf and Petrov"
"William March","Mark Baker"
"Abdullah Sadiq","Abdus Salam"
"Sigmund Freud","André Breton"
"Tristan Tzara","André Breton"
"Adolf Mayer","Dmitri Ivanovsky"
"Lazarus Fuchs","Felix Klein"
"Victor Hugo","Gérard de Nerval"
"William Merritt Chase","George Bellows"
"Zeno of Elea","Gorgias"
"William Montgomery McGovern","Indiana Jones"
"William S. Burroughs","J. G. Ballard"
"Sigmund Freud","Jacques Derrida"
"Stendhal","John Dos Passos"
"Virgil","John Milton"
"William Ross Ashby","Ludwig von Bertalanffy"
"Ursula K. Le Guin","Salman Rushdie"
"William Wollaston","Samuel Johnson"
"Vincent van Gogh","Wassily Kandinsky"
"David Markson","Ben Marcus"
"Thomas Henry Huxley","Henry Fairfield Osborn"
"Truman Capote","Joseph Wambaugh"
"William H. Gass","Joy Williams"
"Steve Martin","Russell Peters"
"Arthur Quiller-Couch","Alistair Cooke"
"Eugen Barbu","Corneliu Vadim Tudor"
"Tobias Wolff","Larry Brown"
"Raymond Aron","Marcel Gauchet"
"Michael Palmer","Emmanuel Hocquard"
"Ebrahim Desai","Husain Kadodia"
"Vilfredo Pareto","Alain de Benoist"
"Sanai","Attar of Nishapur"
"Józef Hecht","Dolf Rieser"
"Raymond Aron","Guy Sorman"
"Tristan Tzara","Ilarie Voronca"
"Tristan Tzara","Isidore Isou"
"Thomas Hobbes","Joseph Butler"
"Dervla Murphy","Josie Dew"
"Vilfredo Pareto","Luigi Amoroso"
"Vilfredo Pareto","Norberto Bobbio"
"William Blake","Raoul Vaneigem"
"Sigmund Freud","Philip Rieff"
"William Cheselden","Samuel Sharp"
"Richard Wilbur","Joshua Mehigan"
"Tristan Tzara","Alberto Savinio"
"Sigmund Freud","Ellen Bass"
"Friedrich Adolf Trendelenburg","Dilthey"
"Ved Pratap Vaidik","Ram Manohar Lohia"
"Richard Wilbur","A. E. Stallings"
"Michael Palmer","Ben Lerner"
"William McDougall","Cyril Burt"
"Sherwood Anderson","Erskine Caldwell"
"Friedrich Adolf Trendelenburg","Franz Brentano"
"Robin Blaser","George Bowering"
"Tristan Tzara","Georges Ribemont-Dessaignes"
"Tristan Tzara","Giuseppe Ungaretti"
"Iain Baxter&","Ian Wallace"
"Maurice Ewing","J. Lamar Worzel"
"Dragotin Kette","Janez Menart"
"Sigmund Freud","Juliet Mitchell"
"Tristan Tzara","Julius Evola"
"Iain Baxter&","Ken Lum"
"Sigmund Freud","Nancy Chodorow"
"Ladislaus Bortkiewicz","Paul Sweezy"
"Tristan Tzara","Philippe Soupault"
"Mark Bevir","R. A. W. Rhodes"
"Owen Barfield","Richard Rohr"
"Thomas Hardy","Robinson Jeffers"
"Sigmund Freud","Shulamith Firestone"
"Virgil","Statius"
"Thomas Bernhard","W. G. Sebald"
"Barron Storey","Bill Sienkiewicz"
"Ulisse Cambi","Giovanni Duprè"
"Robert Talbot Kelly","Maung Maung Gyi"
"Liu Dao","Wang Dongma"
"Rose Tang","Wang Dongma"
"Liu Dao","Zhang Deli"
"Richard Doll","Julian Peto"
"T. S. Eliot","Máirtín Ó Direáin"
"Gustav Falke","Richard Dehmel"
"Sigmund Freud","Jean-François Lyotard"
"Thomas Robert Malthus","Pierre François Verhulst"
"Vasily Surikov","Pyotr Konchalovsky"
"Sigmund Freud","Harry Stack Sullivan"
"Richard Rorty","James F. Conant"
"William S. Burroughs","Mark Leyner"
"Robert F. Engle","Mark Watson"
"William A. Earle","Peter Suber"
"Ibn Jurayj","‘Abd ar-Razzaq as-San‘ani"
"Ka'ab al-Ahbar","Abu Hurairah"
"Ronald Fisher","Joseph Oscar Irwin"
"Robert Moray","Alexander Bruce, 2nd Earl of Kincardine"
"William March","Wallace Terry"
"Muhammad ash-Shawkani","Albani"
"Robert Moray","Thomas Vaughan"
"Soupy Sales","Andy Kaufman"
"William Ross Ashby","Stuart Kauffman"
"Thomas Reid","Victor Cousin"
"Kurt Goldstein","Aron Gurwitsch"
"T. S. Eliot","Geoffrey Hill"
"Michael Palmer","Irving Petlin"
"William Wollaston","John Conybeare"
"Iain Baxter&","Roy Arden"
"Maggie Laubser","Johannes Meintjes"
"Eliza Maria Mosher","William Seaman Bainbridge"
"Dilawar Figar","Urdu poetry"
"Makhdoom Mohiuddin","Urdu poetry"
"Faiz Ahmad Faiz","Urdu poetry"
"Raymond Aron","Annie Kriegel"
"Alexander Lernet-Holenia","Carl Zuckmayer"
"Ritwik Ghatak","Adoor Gopalakrishnan"
"Charles Emerson Beecher","Charles Schuchert"
"Phil Silvers","Dana Snyder"
"Roman Jakobson","Giorgio Agamben"
"Augustus Le Plongeon","Ignatius L. Donnelly"
"Torquato Tasso","Ludwig Tieck"
"Joseph Butler Joseph Butler 1","David Seabury"
"Michael Palmer","Peter Gizzi"
"Willard Van Orman Quine","Scott Soames"
"Raymond Aron","Pierre Manent"
"William Rowan Hamilton","Peter Tait"
"Sibawayh","Niftawayh"
"Raymond Aron","Jean-Claude Casanova"
"Raymond Aron","Alain Besançon"
"Raymond Aron","Claude Imbert"
"Ma'bad al-Juhani","Ghaylan ibn Muslim"
"Raymond Aron","Henri Mendras"
"Ibn Qudamah","Ibn Khaleel"
"Raymond Aron","Jean-Jacques Salomon"
"Raymond Aron","Jean Baechler"
"Raymond Aron","Julien Freund"
"Raymond Aron","Kostas Papaioannou"
"Raymond Aron","Nicolas Baverez"
"Raymond Aron","Pierre Hassner"
"Antonino Gandolfo","Alessandro Abate"
"Sibawayh","Abu Turab al-Zahiri"
"Félix Guattari","Éric Alliez"
"Augustus Le Plongeon","Alexander Braghine"
"Camilo Castelo Branco","Alexandre Braga"
"Liu Dao","Cai Duobao"
"Rose Tang","Cai Duobao"
"Dragotin Kette","Cene Vipotnik"
"Tristan Tzara","Claude Rivière"
"Hanaoka Seishū","Gencho Homma"
"Maggie Laubser","Gladys Mgudlandlu"
"Maurice Ewing","Jack Nafe"
"Tristan Tzara","Jacques G. Costin"
"Camilo Castelo Branco","João de Lemos"
"William March","John Clark Pratt"
"Robert Sugden","Loomes"
"Szabolcs Kókay","Márton Zsoldos"
"Steven Wright","Matt Kopache"
"Mihail Sebastian","Michelle Hechter"
"Tristan Tzara","Mihail Avramescu"
"Tristan Tzara","Moldov"
"Samina Raja","Poetry, Mythology"
"Auseklis Ozols","Robert William Guthrie"
"Hanaoka Seishū","Shutei Nakagawa"
"Camilo Castelo Branco","Soares dos Passos"
"Robert Sugden","Starmer"
"Tristan Tzara","Takahashi Shinkichi"
"Vincent Bochdalek","Victor Bochdalek"
"Herman Bailey","Yvonne Edwards Tucker"
"Steven Wright","Chris Dahlman"
"Tetsuro Watsuji","Yasuo Yuasa"
"Jim Krenn","Bill Crawford"
"Yu Ying-shih","Chang Hao"
"Robert Talbot Kelly","M.T. Hla"
"David Hume","Alexius Meinong"
"Allen Ginsberg","Amiri Baraka"
"René Descartes","Bernard le Bovier de Fontenelle"
"Ivan Illich","Bob Black"
"Walt Stanchfield","Brad Bird"
"Josiah Royce","Brand Blanshard"
"R. Radhakrishnan","Brenda Marshall"
"Jan Matulka","Burgoyne Diller"
"Robert E. Howard","C. L. Moore"
"Thomas Sowell","Clarence Thomas"
"M. R. James","Clark Ashton Smith"
"William Hope Hodgson","Clark Ashton Smith"
"John Dickson Carr","Colin Dexter"
"Noam Chomsky","Colin McGinn"
"Donald Davidson","Colin McGinn"
"Abraham Maslow","Colin Wilson"
"Charles Hartshorne","David Ray Griffin"
"Walt Stanchfield","Don Bluth"
"Doris Lessing","Erica Jong"
"David Hume","Friedrich Heinrich Jacobi"
"Immanuel Kant","Friedrich Heinrich Jacobi"
"Johann Georg Hamann","Friedrich Heinrich Jacobi"
"Fritz Leiber","Gary Gygax"
"William Hope Hodgson","Gene Wolfe"
"Stanisław Ignacy Witkiewicz","Giannina Braschi"
"William Hope Hodgson","Greg Bear"
"Ken Dodd","Harry Hill"
"Alphonse de Lamartine","Hart Crane"
"Anna Hyatt Huntington","Hermon Atkins MacNeil"
"Allen Ginsberg","Hunter S. Thompson"
"David Hume","Johannes Nikolaus Tetens"
"M. R. James","John Bellairs"
"M. R. James","John Betjeman"
"Robert E. Howard","John Jakes"
"Immanuel Kant","John McDowell"
"Donald Davidson","John McDowell"
"Bob Newhart","Johnny Carson"
"Mitch Hedberg","Jon Lajoie"
"Paul McCarthy","Jonathan Meese"
"Robert E. Howard","Laurell K. Hamilton"
"Robert E. Howard","Lin Carter"
"Doris Lessing","Marge Piercy"
"Albert Pinkham Ryder","Marsden Hartley"
"Paul McCarthy","Mike Kelley"
"Hilary Putnam","Ned Block"
"Robert Irwin","Olafur Eliasson"
"Yvan Goll","Paul Celan"
"Ken Dodd","Peter Kay"
"Bob Newhart","Ray Romano"
"Donald Davidson","Robert Brandom"
"John McCracken","Roni Horn"
"Alexandru Macedonski","Tudor Arghezi"
"Peter Cundill","Warren Buffett"
"Benjamin Graham","Warren Buffett"
"Abraham Maslow","Wayne Dyer"
"Benjamin Graham","William J. Ruane"
"Ivan Illich","Wolfgang Sachs"
"Georgia O'Keeffe","Yayoi Kusama"
"Immanuel Kant","Émile Durkheim"
"René Descartes","Émile Durkheim"
"David Hume","A. J. Ayer"
"Immanuel Kant","A. J. Ayer"
"Abraham Maslow","Abbie Hoffman"
"Wilhelm Windelband","Albert Schweitzer"
"Nicolas-François Canard","Antoine Augustin Cournot"
"David Hume","Arthur Schopenhauer"
"Immanuel Kant","Arthur Schopenhauer"
"Johann Wolfgang von Goethe","Arthur Schopenhauer"
"John Locke","Arthur Schopenhauer"
"Plato","Arthur Schopenhauer"
"David Hume","Auguste Comte"
"Plato","Augustine of Hippo"
"Allen Ginsberg","Bob Dylan"
"Confucius","Christian Wolff"
"David Hume","Daniel Dennett"
"Hilary Putnam","Daniel Dennett"
"Ralph Waldo Emerson","Emma Goldman"
"Immanuel Kant","Ernst Cassirer"
"Johann Wolfgang von Goethe","Ernst Cassirer"
"David Hume","Ernst Mach"
"Immanuel Kant","Ernst Mach"
"Immanuel Kant","Friedrich Schiller"
"Johann Wolfgang von Goethe","Friedrich Schiller"
