Company Name,Market Value-Mnthly[-10Y],Market Value-Mnthly[-9Y],Market Value-Mnthly[-8Y],Market Value-Mnthly[-7Y],Market Value-Mnthly[-6Y],Market Value-Mnthly[-5Y],Market Value-Mnthly[-4Y],Market Value-Mnthly[-3Y],Market Value-Mnthly[-2Y],Market Value-Mnthly[-1Y],Market Value-Mnthly[0Y],Price/Earnings - Monthly[-10Y],Price/Earnings - Monthly[-9Y],Price/Earnings - Monthly[-8Y],Price/Earnings - Monthly[-7Y],Price/Earnings - Monthly[-6Y],Price/Earnings - Monthly[-5Y],Price/Earnings - Monthly[-4Y],Price/Earnings - Monthly[-3Y],Price/Earnings - Monthly[-2Y],Price/Earnings - Monthly[-1Y],Price/Earnings - Monthly[0Y],Price/Cash Flow-Share Mtly[-10Y],Price/Cash Flow-Share Mtly[-9Y],Price/Cash Flow-Share Mtly[-8Y],Price/Cash Flow-Share Mtly[-7Y],Price/Cash Flow-Share Mtly[-6Y],Price/Cash Flow-Share Mtly[-5Y],Price/Cash Flow-Share Mtly[-4Y],Price/Cash Flow-Share Mtly[-3Y],Price/Cash Flow-Share Mtly[-2Y],Price/Cash Flow-Share Mtly[-1Y],Price/Cash Flow-Share Mtly[0Y],Price to Book[-10Y],Price to Book[-9Y],Price to Book[-8Y],Price to Book[-7Y],Price to Book[-6Y],Price to Book[-5Y],Price to Book[-4Y],Price to Book[-3Y],Price to Book[-2Y],Price to Book[-1Y],Price to Book[0Y],Beta[-10Y],Beta[-9Y],Beta[-8Y],Beta[-7Y],Beta[-6Y],Beta[-5Y],Beta[-4Y],Beta[-3Y],Beta[-2Y],Beta[-1Y],Beta[0Y],Return on Assets[-10Y],Return on Assets[-9Y],Return on Assets[-8Y],Return on Assets[-7Y],Return on Assets[-6Y],Return on Assets[-5Y],Return on Assets[-4Y],Return on Assets[-3Y],Return on Assets[-2Y],Return on Assets[-1Y],Return on Assets[0Y],Cash[-10Y],Cash[-9Y],Cash[-8Y],Cash[-7Y],Cash[-6Y],Cash[-5Y],Cash[-4Y],Cash[-3Y],Cash[-2Y],Cash[-1Y],Cash[0Y],Bad Debt Reserve[-10Y],Bad Debt Reserve[-9Y],Bad Debt Reserve[-8Y],Bad Debt Reserve[-7Y],Bad Debt Reserve[-6Y],Bad Debt Reserve[-5Y],Bad Debt Reserve[-4Y],Bad Debt Reserve[-3Y],Bad Debt Reserve[-2Y],Bad Debt Reserve[-1Y],Bad Debt Reserve[0Y],EBIT[-10Y],EBIT[-9Y],EBIT[-8Y],EBIT[-7Y],EBIT[-6Y],EBIT[-5Y],EBIT[-4Y],EBIT[-3Y],EBIT[-2Y],EBIT[-1Y],EBIT[0Y]
CSG SYSTEMS INTL INC,"2,447.931 ","2,145.509 ",705.650 ,653.739 ,955.252 ,"1,084.841 ","1,260.827 ",522.766 ,611.275 ,670.574 ,645.608 ,27.132 ,18.814 ,15.872 ,@NM,18.515 ,22.775 ,19.800 ,9.748 ,11.418 ,15.648 ,27.853 ,24.970 ,17.437 ,9.512 ,311.209 ,16.921 ,14.333 ,16.284 ,6.060 ,7.288 ,8.299 ,9.436 ,12.289 ,8.773 ,2.690 ,2.547 ,3.290 ,3.718 ,3.968 ,4.324 ,4.657 ,3.349 ,2.750 ,@NA,@NA,@NA,@NA,@NA,@NA,1.906 ,1.699 ,0.930 ,0.890 ,0.866 ,27.242 ,30.456 ,6.101 ,(3.626),6.642 ,7.322 ,9.573 ,14.244 ,12.664 ,7.453 ,2.550 ,43.733 ,83.599 ,95.437 ,105.397 ,157.478 ,392.224 ,415.490 ,132.832 ,141.217 ,198.377 ,215.550 ,@NA,@NA,5.981 ,5.717 ,2.921 ,1.124 ,0.979 ,1.201 ,2.264 ,1.681 ,0.934 ,145.282 ,181.975 ,143.835 ,91.890 ,88.041 ,89.440 ,86.039 ,84.467 ,89.378 ,90.832 ,109.233 
CSX CORP,"5,628.308 ","7,471.328 ","6,030.879 ","7,691.843 ","8,610.347 ","11,029.224 ","14,983.316 ","18,490.291 ","12,808.408 ","19,035.186 ","24,176.094 ",29.474 ,25.216 ,12.868 ,40.841 ,20.554 ,15.246 ,11.554 ,15.432 ,8.705 ,16.837 ,15.759 ,8.528 ,8.627 ,5.936 ,9.267 ,8.417 ,7.518 ,7.284 ,8.860 ,5.348 ,9.103 ,10.279 ,0.931 ,1.222 ,0.946 ,1.219 ,1.260 ,1.421 ,1.734 ,2.107 ,1.494 ,2.194 ,2.803 ,@NA,@NA,@NA,@NA,@NA,@NA,0.977 ,1.136 ,1.139 ,1.206 ,1.205 ,0.908 ,1.409 ,2.229 ,0.869 ,1.701 ,2.971 ,5.213 ,4.801 ,5.192 ,4.206 ,5.554 ,684.000 ,618.000 ,264.000 ,368.000 ,859.000 ,602.000 ,900.000 ,714.000 ,745.000 ,"1,090.000 ","1,346.000 ",9.574 ,10.225 ,13.528 ,5.754 ,7.674 ,8.244 ,6.529 ,5.929 ,5.947 ,4.511 ,3.686 ,805.000 ,"1,017.000 ","1,127.000 ",988.000 ,"1,071.000 ","1,512.000 ","1,970.000 ","2,229.000 ","2,763.000 ","2,285.000 ","3,101.000 "
CTS CORP,"1,011.359 ",465.504 ,262.306 ,412.114 ,477.350 ,398.569 ,562.138 ,349.556 ,185.748 ,326.051 ,378.064 ,11.947 ,@NM,@NM,31.944 ,23.732 ,19.403 ,23.088 ,13.792 ,6.639 ,@NM,17.015 ,8.282 ,8.259 ,"(1,561.470)",9.180 ,10.588 ,8.668 ,11.201 ,7.270 ,3.374 ,(25.923),9.635 ,4.546 ,1.930 ,0.996 ,1.443 ,1.572 ,1.229 ,1.623 ,1.060 ,0.548 ,1.348 ,1.426 ,@NA,@NA,@NA,@NA,@NA,@NA,2.481 ,1.605 ,1.512 ,2.103 ,2.040 ,12.532 ,(7.990),(3.643),2.608 ,3.822 ,4.164 ,4.584 ,4.674 ,6.118 ,(8.353),4.567 ,20.564 ,13.255 ,9.225 ,25.346 ,61.005 ,12.029 ,38.630 ,52.868 ,44.628 ,51.167 ,73.315 ,1.243 ,1.770 ,2.586 ,2.146 ,1.695 ,2.534 ,1.978 ,1.279 ,2.247 ,2.870 ,1.306 ,128.630 ,2.226 ,4.863 ,18.379 ,27.208 ,37.274 ,32.544 ,38.118 ,36.178 ,17.567 ,29.540 
CUBIC CORP,212.655 ,307.292 ,454.240 ,671.206 ,611.888 ,457.446 ,523.178 ,"1,126.782 ",657.217 ,"1,055.112 ","1,090.829 ",298.438 ,14.744 ,15.455 ,18.336 ,16.594 ,38.909 ,21.756 ,27.032 ,17.819 ,18.976 ,15.455 ,7.472 ,21.036 ,13.433 ,14.922 ,14.025 ,19.327 ,16.712 ,24.450 ,13.725 ,16.077 ,13.264 ,1.110 ,1.641 ,2.131 ,2.735 ,2.105 ,1.508 ,1.667 ,3.142 ,1.619 ,2.479 ,2.310 ,@NA,@NA,@NA,@NA,@NA,@NA,0.956 ,0.739 ,1.422 ,0.964 ,0.868 ,0.209 ,6.106 ,7.861 ,7.935 ,6.799 ,2.125 ,4.403 ,7.018 ,5.747 ,7.363 ,8.251 ,73.339 ,77.421 ,79.062 ,25.364 ,16.822 ,48.860 ,51.254 ,100.763 ,112.696 ,252.201 ,379.515 ,0.369 ,0.447 ,0.193 ,0.418 ,0.250 ,1.584 ,1.516 ,1.655 ,1.782 ,1.931 ,0.314 ,(3.739),27.665 ,39.752 ,47.977 ,58.609 ,13.104 ,30.895 ,62.098 ,59.467 ,84.708 ,105.525 
CUBIST PHARMACEUTICALS INC,789.438 ,"1,017.308 ",235.074 ,487.683 ,587.774 ,"1,141.183 ",992.120 ,"1,150.365 ","1,376.685 ","1,099.255 ","1,269.041 ",@NM,@NM,@NM,@NM,@NM,@NM,@NM,23.575 ,10.690 ,13.746 ,13.375 ,(26.826),(16.916),(3.159),(3.644),(5.729),(32.965),(186.754),20.293 ,27.537 ,6.736 ,10.986 ,5.375 ,11.305 ,14.336 ,(6.245),(7.851),52.541 ,33.838 ,12.436 ,9.344 ,2.504 ,2.122 ,@NA,@NA,@NA,@NA,@NA,@NA,3.311 ,1.405 ,0.310 ,0.644 ,0.473 ,(22.910),(22.188),(37.202),(51.673),(35.437),(14.607),(0.086),9.008 ,23.698 ,8.142 ,6.665 ,121.548 ,188.837 ,147.705 ,122.502 ,104.616 ,97.195 ,293.991 ,354.785 ,409.023 ,319.002 ,889.811 ,@NA,@NA,@NC,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(51.528),(71.125),(73.521),(89.804),(62.413),(25.433),4.916 ,56.571 ,93.312 ,143.260 ,194.896 
CULLEN/FROST BANKERS INC,"2,165.386 ","1,586.738 ","1,670.054 ","2,103.798 ","2,532.352 ","2,911.550 ","3,334.408 ","2,962.546 ","3,006.490 ","2,997.000 ","3,724.592 ",20.006 ,19.923 ,13.625 ,15.972 ,17.737 ,17.041 ,15.994 ,14.072 ,14.398 ,16.667 ,17.767 ,15.551 ,12.205 ,12.251 ,13.753 ,15.766 ,15.399 ,14.536 ,12.562 ,12.420 ,13.839 ,15.208 ,3.957 ,2.508 ,2.432 ,2.767 ,3.065 ,3.247 ,2.973 ,2.136 ,1.866 ,1.572 ,1.760 ,@NA,@NA,@NA,@NA,@NA,@NA,0.368 ,0.555 ,0.312 ,0.438 ,0.541 ,1.421 ,0.931 ,1.280 ,1.349 ,1.420 ,1.409 ,1.464 ,1.573 ,1.379 ,1.099 ,1.185 ,"1,039.083 ","1,130.702 ","2,063.947 ","1,638.206 ","1,293.789 ","1,913.428 ","1,444.585 ","1,196.512 ","1,237.331 ","1,721.479 ","2,820.977 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,226.282 ,199.715 ,239.803 ,256.832 ,278.105 ,319.994 ,372.588 ,412.229 ,398.532 ,354.256 ,378.535 
CUMMINS INC,"1,574.406 ","1,591.740 ","1,167.395 ","2,070.162 ","3,813.869 ","4,201.607 ","6,199.723 ","13,007.916 ","5,382.674 ","9,254.227 ","21,761.078 ",189.688 ,@NM,13.655 ,35.723 ,10.095 ,7.219 ,7.868 ,17.120 ,6.907 ,21.134 ,20.796 ,3.688 ,147.608 ,4.280 ,6.948 ,6.782 ,5.093 ,6.016 ,12.337 ,4.295 ,17.489 ,16.877 ,1.079 ,1.347 ,1.110 ,2.318 ,2.973 ,2.386 ,2.321 ,4.071 ,1.383 ,2.597 ,5.182 ,@NA,@NA,@NA,@NA,@NA,@NA,1.507 ,1.132 ,2.004 ,1.992 ,1.959 ,0.178 ,(2.353),1.633 ,1.053 ,5.362 ,7.988 ,9.578 ,9.018 ,8.863 ,4.855 ,9.998 ,62.000 ,92.000 ,298.000 ,195.000 ,690.000 ,840.000 ,935.000 ,697.000 ,503.000 ,"1,120.000 ","1,362.000 ",@NA,@NA,@NA,1.275 ,1.277 ,1.112 ,0.619 ,0.597 ,0.558 ,0.645 ,0.664 ,226.000 ,73.000 ,108.000 ,93.000 ,433.000 ,763.000 ,991.000 ,931.000 ,"1,057.000 ",562.000 ,"1,227.000 "
CURTISS-WRIGHT CORP,465.651 ,475.556 ,647.367 ,931.283 ,"1,219.873 ","1,187.004 ","1,629.147 ","2,232.545 ","1,501.782 ","1,428.568 ","1,530.586 ",11.342 ,7.640 ,14.406 ,17.791 ,18.700 ,15.690 ,20.152 ,21.362 ,13.629 ,14.914 ,14.249 ,8.566 ,9.031 ,7.958 ,11.644 ,12.363 ,10.298 ,12.619 ,14.918 ,7.930 ,8.461 ,8.367 ,1.639 ,1.513 ,1.654 ,2.051 ,2.263 ,1.923 ,2.279 ,2.585 ,1.550 ,1.471 ,1.358 ,@NA,@NA,@NA,@NA,@NA,@NA,0.222 ,1.319 ,1.581 ,1.311 ,1.280 ,10.032 ,12.565 ,5.552 ,5.368 ,5.089 ,5.376 ,5.060 ,5.254 ,5.357 ,4.445 ,4.755 ,71.458 ,67.153 ,48.047 ,98.672 ,41.038 ,59.021 ,124.517 ,66.520 ,60.705 ,65.010 ,68.119 ,3.773 ,2.393 ,1.497 ,2.349 ,1.839 ,2.180 ,1.857 ,1.343 ,1.205 ,0.978 ,0.853 ,52.185 ,47.478 ,61.280 ,92.030 ,110.719 ,135.344 ,147.614 ,179.184 ,196.562 ,174.919 ,182.823 
CVS CAREMARK CORP,"23,415.604 ","11,567.206 ","9,811.736 ","14,265.160 ","18,030.930 ","21,511.059 ","25,456.486 ","58,706.418 ","41,277.191 ","45,433.590 ","47,245.477 ",32.052 ,29.020 ,13.950 ,17.118 ,19.855 ,17.732 ,18.733 ,20.178 ,12.388 ,12.436 ,13.798 ,23.121 ,10.821 ,14.045 ,12.767 ,13.621 ,12.687 ,12.438 ,18.012 ,9.375 ,9.141 ,9.605 ,6.144 ,2.599 ,1.955 ,2.505 ,2.714 ,2.733 ,2.728 ,1.797 ,1.229 ,1.274 ,1.290 ,@NA,@NA,@NA,@NA,@NA,@NA,1.011 ,1.023 ,0.844 ,0.723 ,0.822 ,9.201 ,4.619 ,7.276 ,7.898 ,6.219 ,7.921 ,6.587 ,4.793 ,5.463 ,6.015 ,5.537 ,337.300 ,236.300 ,700.400 ,843.200 ,392.300 ,513.400 ,530.700 ,"1,084.100 ","1,352.400 ","1,091.000 ","1,431.000 ",5.491 ,5.256 ,5.925 ,4.148 ,3.146 ,2.811 ,2.995 ,2.995 ,3.388 ,4.748 ,3.564 ,"1,303.500 ","1,119.600 ","1,206.200 ","1,423.600 ","1,454.700 ","2,019.500 ","2,401.400 ","4,875.000 ","6,068.500 ","6,438.000 ","6,165.000 "
CYBERONICS INC,219.012 ,215.289 ,294.320 ,509.292 ,553.801 ,932.601 ,583.599 ,563.638 ,432.730 ,361.929 ,542.602 ,@NM,@NM,@NM,95.125 ,81.690 ,@NM,@NM,@NM,@NM,13.240 ,6.901 ,(14.226),@NA,(16.266),(427.826),33.904 ,(167.329),(9.312),(13.698),(20.955),14.212 ,7.191 ,6.507 ,@NA,6.866 ,11.837 ,8.214 ,13.210 ,114.746 ,(34.152),(29.211),23.119 ,5.495 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,(31.516),(31.537),(40.608),6.917 ,7.169 ,(12.360),(38.785),(37.183),(7.586),23.849 ,50.364 ,20.830 ,57.138 ,38.196 ,43.576 ,58.364 ,61.476 ,93.355 ,85.805 ,92.058 ,67.225 ,60.230 ,8.342 ,2.036 ,2.363 ,2.020 ,1.625 ,1.642 ,1.085 ,1.602 ,1.188 ,1.601 ,2.313 ,(14.119),(19.159),(27.212),4.684 ,6.695 ,(12.905),(59.232),(31.626),(9.730),18.989 ,36.862 
CYMER INC,757.105 ,820.611 ,"1,100.499 ","1,666.027 ","1,090.705 ","1,268.275 ","1,631.951 ","1,189.934 ",648.689 ,"1,107.186 ","1,334.072 ",11.751 ,99.000 ,78.659 ,@NM,25.248 ,27.527 ,17.372 ,14.746 ,17.959 ,95.950 ,14.777 ,10.443 ,15.279 ,26.573 ,168.717 ,17.382 ,18.504 ,14.285 ,10.107 ,8.030 ,42.520 ,14.916 ,4.119 ,3.274 ,2.725 ,3.900 ,2.189 ,2.488 ,2.539 ,2.429 ,1.287 ,2.114 ,2.227 ,@NA,@NA,@NA,@NA,@NA,@NA,2.830 ,2.292 ,1.275 ,1.350 ,1.401 ,11.961 ,1.706 ,1.794 ,(1.917),5.226 ,5.882 ,10.078 ,11.127 ,4.700 ,1.801 ,11.553 ,196.695 ,194.183 ,267.892 ,324.131 ,290.112 ,363.949 ,510.041 ,328.062 ,283.291 ,182.476 ,209.276 ,1.704 ,3.973 ,3.246 ,3.032 ,0.557 ,0.829 ,0.802 ,0.629 ,3.405 ,2.878 ,0.472 ,91.732 ,17.981 ,18.826 ,(14.833),60.995 ,40.676 ,119.131 ,114.462 ,66.182 ,26.433 ,121.116 
CYPRESS SEMICONDUCTOR CORP,"2,588.355 ","2,397.220 ",708.079 ,"2,568.668 ","1,475.059 ","1,931.345 ","2,427.610 ","5,735.652 ",647.328 ,"1,644.572 ","3,081.549 ",8.597 ,@NM,@NM,@NM,58.650 ,@NM,60.250 ,14.241 ,@NM,@NM,39.532 ,@SF,(34.533),13.558 ,48.728 ,5.932 ,53.237 ,15.703 ,10.278 ,3.500 ,(3.274),24.816 ,2.562 ,2.840 ,0.893 ,4.839 ,2.220 ,3.037 ,2.454 ,3.553 ,0.396 ,2.651 ,4.426 ,@NA,@NA,@NA,@NA,@NA,@NA,2.994 ,2.729 ,2.634 ,1.846 ,1.729 ,11.742 ,(21.827),(15.839),(0.340),1.570 ,(5.428),1.859 ,10.583 ,(49.392),(16.485),7.060 ,884.601 ,205.422 ,127.937 ,198.617 ,244.897 ,330.308 ,580.174 ,"1,426.405 ",237.792 ,299.642 ,434.261 ,@NA,@NA,@NA,@NA,@NA,@NA,1.290 ,1.029 ,0.838 ,1.499 ,0.675 ,384.568 ,(166.252),(93.418),33.302 ,8.302 ,(49.371),13.293 ,26.409 ,(106.934),(134.013),103.595 
CYTEC INDUSTRIES INC,"1,605.328 ","1,071.954 ","1,070.003 ","1,498.899 ","2,038.392 ","2,196.648 ","2,686.203 ","2,943.586 ",999.759 ,"1,770.704 ","2,620.368 ",9.202 ,16.364 ,13.572 ,16.406 ,16.804 ,37.211 ,13.683 ,14.354 ,@NM,@NM,18.424 ,7.157 ,4.771 ,6.975 ,8.016 ,10.358 ,10.008 ,9.280 ,7.660 ,2.916 ,(8.368),@CF,2.960 ,1.675 ,1.543 ,2.095 ,2.466 ,1.804 ,1.865 ,1.621 ,0.505 ,1.152 ,1.529 ,@NA,@NA,@NA,@NA,@NA,@NA,0.840 ,0.611 ,1.468 ,1.737 ,1.742 ,10.329 ,4.011 ,4.528 ,4.492 ,5.220 ,1.519 ,5.118 ,5.084 ,(5.483),(0.070),3.865 ,56.800 ,83.600 ,210.000 ,251.100 ,323.800 ,68.600 ,23.600 ,76.800 ,55.300 ,261.700 ,383.300 ,3.141 ,3.555 ,3.551 ,2.765 ,2.168 ,1.355 ,0.854 ,0.681 ,1.156 ,1.394 ,0.985 ,188.100 ,118.100 ,132.800 ,141.100 ,167.600 ,237.700 ,284.400 ,316.700 ,284.400 ,121.100 ,242.700 
D R HORTON INC,"1,158.231 ","1,602.987 ","2,727.662 ","5,140.276 ","7,721.848 ","11,330.521 ","7,499.128 ","4,031.832 ","4,122.249 ","3,618.088 ","3,539.663 ",6.073 ,6.190 ,6.186 ,7.767 ,7.902 ,7.690 ,6.079 ,@NM,@NM,@NM,14.442 ,5.749 ,6.208 ,7.057 ,8.828 ,8.553 ,8.640 ,4.762 ,(12.576),(2.256),(3.340),96.429 ,1.276 ,1.406 ,1.275 ,1.813 ,2.130 ,2.351 ,1.207 ,0.710 ,1.127 ,1.449 ,1.347 ,@NA,@NA,@NA,@NA,@NA,@NA,1.385 ,1.875 ,1.044 ,1.062 ,1.014 ,7.115 ,6.979 ,6.725 ,8.599 ,10.852 ,11.750 ,8.321 ,(6.165),(34.160),(8.071),4.127 ,72.525 ,239.280 ,104.344 ,582.905 ,518.000 ,"1,149.800 ",835.900 ,275.000 ,"1,389.300 ","2,012.500 ","1,660.700 ",@NC,@NC,@NC,@NC,@NC,@NC,@NC,@NC,0.000 ,@NA,@NA,316.712 ,448.972 ,659.863 ,"1,006.958 ","1,563.500 ","2,349.200 ","1,974.200 ",(483.900),"(2,527.600)",(482.200),173.400 
DAKTRONICS INC,80.357 ,201.488 ,179.127 ,259.363 ,399.251 ,387.939 ,760.476 ,896.120 ,594.292 ,367.521 ,343.689 ,12.764 ,22.949 ,36.444 ,20.662 ,22.347 ,24.530 ,36.315 ,36.742 ,22.409 ,13.908 ,@NM,8.313 ,16.738 ,18.308 ,15.663 ,17.347 ,16.138 ,30.339 ,22.663 ,13.534 ,6.588 ,16.033 ,2.295 ,4.608 ,3.609 ,4.242 ,4.992 ,3.836 ,6.447 ,6.033 ,3.370 ,1.746 ,1.632 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.693 ,1.424 ,1.599 ,1.563 ,8.596 ,9.627 ,5.601 ,12.151 ,14.043 ,10.339 ,10.521 ,9.188 ,8.901 ,8.135 ,(2.285),1.217 ,2.896 ,2.097 ,9.277 ,16.255 ,24.066 ,35.231 ,2.590 ,9.782 ,37.584 ,64.867 ,0.893 ,1.154 ,5.127 ,2.972 ,3.288 ,3.026 ,2.394 ,2.416 ,2.658 ,3.025 ,4.218 ,9.711 ,14.451 ,9.103 ,20.395 ,27.530 ,19.436 ,31.815 ,36.915 ,38.243 ,42.855 ,(6.816)
DANAHER CORP,"9,699.678 ","8,619.746 ","10,013.271 ","14,088.763 ","17,717.701 ","17,185.818 ","22,297.031 ","27,766.201 ","18,093.123 ","24,156.871 ","30,847.010 ",29.989 ,29.135 ,22.734 ,26.214 ,23.822 ,19.168 ,20.122 ,22.497 ,13.707 ,20.947 ,17.215 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,10.865 ,15.819 ,15.735 ,5.236 ,3.912 ,3.472 ,4.072 ,4.234 ,3.441 ,3.625 ,3.448 ,1.779 ,2.155 ,2.342 ,@NA,@NA,@NA,@NA,@NA,@NA,0.679 ,0.890 ,0.967 ,0.834 ,0.861 ,8.042 ,6.175 ,7.201 ,7.791 ,8.783 ,9.798 ,8.722 ,6.948 ,7.534 ,5.877 ,8.070 ,176.924 ,706.559 ,810.463 ,"1,230.156 ",609.115 ,315.551 ,317.810 ,239.108 ,392.854 ,"1,721.920 ","1,632.980 ",4.992 ,6.992 ,7.776 ,6.900 ,5.989 ,6.078 ,5.804 ,5.197 ,5.143 ,6.493 ,5.801 ,552.149 ,571.737 ,688.692 ,822.710 ,"1,096.992 ","1,269.264 ","1,512.614 ","1,786.774 ","2,010.942 ","1,732.887 ","2,205.606 "
DARDEN RESTAURANTS INC,"2,126.609 ","3,294.097 ","4,352.063 ","3,334.340 ","3,622.140 ","5,088.479 ","5,248.187 ","6,442.778 ","4,776.813 ","4,959.847 ","6,031.525 ",12.455 ,17.012 ,18.478 ,14.566 ,16.187 ,17.557 ,15.068 ,17.327 ,13.023 ,13.347 ,14.692 ,7.149 ,9.778 ,11.256 ,7.814 ,8.169 ,10.777 ,9.677 ,11.242 ,8.086 ,7.860 ,8.482 ,2.226 ,3.250 ,4.012 ,2.692 ,2.817 ,3.952 ,4.199 ,5.223 ,3.638 ,3.354 ,3.271 ,@NA,@NA,@NA,@NA,@NA,@NA,0.448 ,0.487 ,0.861 ,0.990 ,0.971 ,8.963 ,8.880 ,9.400 ,8.716 ,8.171 ,9.892 ,11.235 ,13.090 ,7.811 ,7.399 ,7.756 ,26.102 ,61.814 ,162.779 ,48.630 ,36.694 ,42.801 ,42.334 ,30.200 ,43.200 ,62.900 ,248.800 ,@NA,@NA,@NA,1.124 ,1.143 ,1.084 ,1.066 ,3.333 ,4.615 ,8.845 ,6.338 ,290.364 ,331.882 ,397.326 ,389.987 ,377.547 ,471.536 ,534.623 ,570.900 ,645.200 ,619.900 ,637.500 
DARLING INTERNATIONAL INC,5.846 ,10.912 ,111.483 ,174.725 ,278.682 ,255.815 ,445.505 ,940.313 ,449.406 ,689.062 ,"1,095.109 ",@NM,@NM,9.421 ,9.517 ,19.818 ,33.083 ,78.714 ,20.643 ,8.194 ,16.431 ,25.057 ,0.397 ,0.880 ,4.727 ,6.180 ,7.475 ,11.504 ,21.838 ,15.605 ,4.225 ,15.734 ,15.139 ,0.644 ,(1.424),3.165 ,3.718 ,4.075 ,3.479 ,3.034 ,5.123 ,1.649 ,2.531 ,3.401 ,@NA,@NA,@NA,@NA,@NA,@NA,(0.001),0.336 ,1.577 ,1.740 ,1.795 ,(11.209),(7.446),5.139 ,10.358 ,7.805 ,4.034 ,1.592 ,12.960 ,13.835 ,9.806 ,3.201 ,3.509 ,3.668 ,15.537 ,25.383 ,39.628 ,38.349 ,5.761 ,16.768 ,51.263 ,68.579 ,19.575 ,@NA,@NA,@NA,@NA,2.760 ,2.735 ,3.723 ,2.376 ,4.285 ,4.445 ,1.988 ,(5.405),3.968 ,20.957 ,27.264 ,27.771 ,16.133 ,19.239 ,82.947 ,111.790 ,70.939 ,93.311 
DAVITA INC,"1,400.739 ","2,068.470 ","1,492.535 ","2,484.300 ","3,858.128 ","5,150.088 ","5,915.520 ","6,012.545 ","5,145.366 ","6,003.228 ","6,754.428 ",81.548 ,15.000 ,11.265 ,13.979 ,19.097 ,24.583 ,20.387 ,15.609 ,13.924 ,14.397 ,17.372 ,(38.775),9.158 ,7.460 ,10.294 ,12.384 ,18.152 ,13.367 ,10.781 ,9.056 ,9.479 ,10.392 ,4.236 ,4.331 ,30.641 ,9.910 ,8.529 ,6.666 ,5.158 ,3.695 ,2.699 ,2.891 ,2.910 ,@NA,@NA,@NA,@NA,@NA,@NA,0.583 ,1.146 ,0.643 ,0.444 ,0.274 ,1.063 ,8.200 ,10.513 ,9.036 ,8.848 ,3.303 ,4.457 ,5.498 ,5.135 ,5.592 ,5.000 ,31.207 ,36.711 ,96.475 ,61.657 ,251.979 ,431.811 ,310.202 ,487.324 ,446.413 ,565.934 ,883.120 ,17.157 ,13.451 ,11.940 ,10.742 ,10.647 ,12.580 ,13.824 ,14.990 ,13.804 ,14.545 ,14.641 ,179.271 ,317.992 ,390.952 ,385.847 ,415.517 ,487.460 ,737.297 ,852.419 ,868.300 ,937.829 ,988.028 
DEALERTRACK HOLDINGS INC,@NA,@NA,@NA,@NA,@NA,710.152 ,"1,151.999 ","1,422.375 ",473.579 ,759.435 ,814.942 ,@NA,@NA,@NA,@NM,@NA,161.385 ,54.481 ,66.940 ,297.250 ,@NM,@NM,@NA,@NA,@NA,@NA,@NA,@CF,27.453 ,24.142 ,10.134 ,23.539 ,23.800 ,@NA,@NA,@NA,@NA,@NA,(52.992),5.405 ,4.351 ,1.168 ,1.815 ,1.897 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,2.105 ,2.001 ,1.663 ,1.414 ,@NA,@NA,@NA,(7.051),14.675 ,2.025 ,6.014 ,4.090 ,0.397 ,(0.918),(6.064),@NA,@NA,@NA,16.923 ,22.330 ,103.264 ,171.195 ,220.144 ,198.948 ,198.993 ,193.053 ,@NA,@NA,@NA,9.886 ,6.901 ,7.357 ,8.626 ,6.031 ,4.884 ,13.282 ,2.616 ,@NA,@NA,@NA,(3.270),7.722 ,9.831 ,21.839 ,27.531 ,7.052 ,0.843 ,2.560 
DEAN FOODS CO,"1,303.632 ","1,916.761 ","3,386.006 ","5,128.575 ","4,910.571 ","5,069.036 ","5,655.288 ","3,403.331 ","2,766.463 ","3,256.112 ","1,610.498 ",11.911 ,17.136 ,12.492 ,13.416 ,21.258 ,21.520 ,20.327 ,25.860 ,14.492 ,12.794 ,18.417 ,5.183 ,7.635 ,8.562 ,9.759 ,@CF,@CF,11.426 ,8.315 ,7.176 ,@SF,@SF,2.310 ,2.760 ,1.949 ,2.070 ,1.900 ,2.383 ,2.833 ,314.570 ,4.471 ,2.582 ,1.069 ,@NA,@NA,@NA,@NA,@NA,@NA,0.172 ,0.275 ,0.942 ,0.426 ,0.702 ,3.009 ,1.717 ,4.068 ,5.087 ,3.679 ,3.864 ,4.140 ,1.855 ,2.625 ,3.062 ,1.087 ,31.110 ,78.260 ,45.896 ,47.143 ,27.572 ,25.120 ,31.140 ,32.555 ,35.979 ,47.632 ,92.007 ,4.415 ,4.741 ,4.964 ,4.214 ,2.735 ,2.487 ,2.092 ,2.086 ,2.001 ,1.847 ,1.570 ,378.951 ,386.685 ,681.657 ,711.353 ,695.689 ,644.274 ,670.011 ,577.706 ,633.748 ,684.083 ,463.040 
