Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
AIR PRODUCTS & CHEMICALS INC,211.4320068359375,210.6060028076172,210.18499755859375,213.13299560546875,211.89700317382812,214.9199981689453,213.80299377441406,212.53700256347656,212.35299682617188,212.1529998779297,211.25999450683594,210.08200073242188,209.82899475097656,209.6529998779297,209.3350067138672,211.83799743652344,210.66299438476562,214.44900512695312,215.3560028076172,216.072998046875,216.58399963378906,216.447998046875,217.25100708007812,221.33099365234375,223.7469940185547,222.34300231933594,221.8990020751953,223.22799682617188,229.18800354003906,227.07400512695312,225.77499389648438,224.8459930419922,224.08200073242188,222.95399475097656,221.4239959716797,219.9409942626953,219.41700744628906,219.05299377441406,218.53599548339844,218.30299377441406,217.71400451660156,215.96099853515625,215.46299743652344,215.4429931640625,214.18499755859375,214.56100463867188,214.219,213.313,229.305
AIRGAS INC,76.19000244140625,75.66000366210938,75.52299499511719,79.59599304199219,84.10299682617188,83.86199951171875,83.54100036621094,83.22599792480469,82.18899536132812,81.94599914550781,81.67500305175781,81.40299987792969,81.11900329589844,81.50299072265625,82.94499206542969,82.28799438476562,82.3179931640625,82.07199096679688,79.22599792480469,78.66799926757812,78.36799621582031,77.86399841308594,77.66799926757812,77.27699279785156,76.97799682617188,76.86000061035156,76.29598999023438,75.77299499511719,75.16600036621094,74.76499938964844,74.37300109863281,73.447998046875,73.04899597167969,73.66499328613281,73.31300354003906,72.40499877929688,71.82899475097656,71.51199340820312,71.24099731445312,70.31500244140625,69.56500244140625,69.23300170898438,68.71800231933594,68.144,67.768,66.635,66.27,67.196,69.868
AK STEEL HOLDING CORP,110.56300354003906,110.28399658203125,110.27200317382812,110.26699829101562,110.25700378417969,109.98699951171875,109.98899841308594,109.97698974609375,109.90798950195312,109.39399719238281,109.36599731445312,109.38600158691406,109.27699279785156,110.39498901367188,112.21099853515625,112.20599365234375,111.989990234375,111.49800109863281,111.50199890136719,111.46499633789062,111.05999755859375,110.32499694824219,110.22200012207031,110.06300354003906,110.01499938964844,109.80599975585938,109.80799865722656,109.79100036621094,109.77499389648438,109.1510009765625,108.77699279785156,108.75099182128906,108.70700073242188,108.57699584960938,108.47200012207031,108.47200012207031,108.4949951171875,107.89599609375,107.89498901367188,107.89199829101562,107.92599487304688,107.71299743652344,107.72599792480469,107.72799682617188,107.76899719238281,107.65,107.642,109.656,111.304
AKAMAI TECHNOLOGIES INC,179.0,177.5050048828125,179.52000427246094,185.98199462890625,186.93299865722656,186.60299682617188,182.447998046875,181.6280059814453,171.63299560546875,171.2480010986328,171.22300720214844,172.802001953125,172.72000122070312,169.3719940185547,169.14999389648438,168.91200256347656,167.06100463867188,166.21299743652344,165.6529998779297,165.23199462890625,164.0540008544922,160.2989959716797,156.2239990234375,155.29600524902344,154.2449951171875,152.9219970703125,139.6529998779297,138.8300018310547,127.39999389648438,126.77200317382812,125.8389892578125,125.38600158691406,122.71199035644531,121.875,119.14498901367188,118.81999206542969,117.84300231933594,117.66000366210938,116.64199829101562,116.39700317382812,115.72299194335938,115.0989990234375,115.28099060058594,115.07099914550781,109.2139892578125,108.203,107.298,105.873,93.8
AKORN INC,94.93598937988281,94.68199157714844,94.62399291992188,94.54598999023438,93.97499084472656,93.822998046875,93.70799255371094,92.2919921875,90.38999938964844,90.34100341796875,90.2449951171875,90.13499450683594,90.072998046875,89.26499938964844,89.22299194335938,89.13200378417969,88.9010009765625,87.72999572753906,87.57899475097656,86.59700012207031,85.99099731445312,81.0,75.28500366210938,74.28199768066406,27.618988037109375,26.45599365234375,26.008987426757812,25.343994140625,25.13299560546875,20.621994018554688,20.50799560546875,19.922988891601562,19.824996948242188,19.820999145507812,19.729995727539062,19.729995727539062,19.656997680664062,19.729995727539062,19.616989135742188,19.569000244140625,19.465988159179688,19.4119873046875,19.310989379882812,19.300994873046875,19.247,19.229,19.019,18.985,18.651
ALASKA AIR GROUP INC,71.39900207519531,70.94998168945312,71.2919921875,72.1259765625,71.75,71.84799194335938,71.89797973632812,71.41998291015625,71.47198486328125,71.18197631835938,70.50198364257812,71.48199462890625,72.77200317382812,72.5479736328125,72.41799926757812,72.03799438476562,72.79998779296875,76.10198974609375,80.62399291992188,80.9539794921875,80.87799072265625,80.58798217773438,80.04598999023438,79.75997924804688,67.01199340820312,66.90798950195312,55.20599365234375,54.4639892578125,54.365997314453125,54.251983642578125,53.77197265625,53.691986083984375,53.608001708984375,53.52398681640625,53.39398193359375,53.281982421875,53.21197509765625,53.147979736328125,53.097991943359375,53.097991943359375,53.09197998046875,53.055999755859375,53.055999755859375,52.98199462890625,52.95599365234375,52.914,52.89,52.888,52.878
ALBANY INTL CORP  -CL A,31.297988891601562,31.27899169921875,31.272994995117188,31.256988525390625,31.194000244140625,31.149993896484375,31.0989990234375,31.0369873046875,30.88800048828125,30.840988159179688,30.7869873046875,30.683990478515625,29.958999633789062,29.88299560546875,29.843994140625,29.680999755859375,29.571990966796875,29.524993896484375,29.45599365234375,29.328994750976562,29.2139892578125,29.1409912109375,29.082000732421875,29.751998901367188,32.36199951171875,32.23199462890625,31.816986083984375,31.696990966796875,31.409988403320312,31.722000122070312,33.12998962402344,33.105987548828125,33.595001220703125,33.29998779296875,32.68199157714844,32.511993408203125,32.39698791503906,32.34999084472656,32.28900146484375,32.02198791503906,31.381988525390625,31.2239990234375,31.172988891601562,30.922988891601562,30.807,30.721,30.648,30.575,30.467
ALBEMARLE CORP,88.84100341796875,88.84100341796875,88.75599670410156,91.73799133300781,91.66799926757812,91.593994140625,91.44898986816406,91.24099731445312,91.343994140625,91.50900268554688,91.68299865722656,91.53900146484375,91.39700317382812,90.97999572753906,91.1929931640625,91.53199768066406,91.44599914550781,94.73399353027344,95.74600219726562,95.52699279785156,95.59599304199219,94.8599853515625,94.69198608398438,94.7559814453125,94.56399536132812,93.5,93.24197387695312,93.177978515625,93.14398193359375,83.79598999023438,83.31399536132812,83.10598754882812,82.94198608398438,82.30599975585938,82.2760009765625,82.42999267578125,82.39398193359375,83.38400268554688,83.35598754882812,83.3499755859375,83.09197998046875,90.99600219726562,91.5159912109375,91.74600219726562,91.74398803710938,91.648,91.654,91.596,91.552
ALCOA INC,1066.593994140625,1064.411865234375,1064.27587890625,1064.10400390625,1063.4658203125,1022.02587890625,1021.349853515625,1021.203857421875,1020.81884765625,974.37890625,974.376953125,974.286865234375,974.27490234375,800.31689453125,800.31689453125,815.303955078125,815.0048828125,827.40185546875,848.14794921875,884.033935546875,868.989013671875,867.739990234375,867.077880859375,866.887939453125,870.100830078125,870.268798828125,872.706787109375,872.246826171875,872.010986328125,870.97998046875,870.47900390625,869.8359375,869.410888671875,868.490966796875,865.35498046875,846.083984375,845.156982421875,844.81884765625,844.243896484375,844.427001953125,846.64697265625,847.581787109375,849.302978515625,857.6669921875,863.16796875,865.517,864.961,866.001,738.972
ALEXANDER & BALDWIN INC,41.69999694824219,41.69499206542969,41.6929931640625,41.59098815917969,41.29998779296875,41.26899719238281,41.17399597167969,41.11399841308594,41.0,41.0419921875,41.0419921875,41.02099609375,41.0,41.352996826171875,41.34999084472656,41.30299377441406,42.399993896484375,42.79100036621094,42.98899841308594,42.90599060058594,42.59999084472656,42.72999572753906,43.06700134277344,44.0,44.0,43.88899230957031,43.83000183105469,43.769989013671875,43.29998779296875,42.6619873046875,42.59999084472656,42.51399230957031,42.19999694824219,41.81599426269531,41.447998046875,41.3909912109375,41.26799011230469,41.20799255371094,41.110992431640625,40.81700134277344,40.52899169921875,40.48399353027344,40.5679931640625,40.352996826171875,40.353,40.446,40.431,41.59,42.526
ALEXANDRIA R E EQUITIES INC,61.55999755859375,61.4639892578125,61.37998962402344,55.04998779296875,54.96699523925781,54.891998291015625,49.63398742675781,43.91999816894531,43.84599304199219,43.71598815917969,39.04100036621094,38.9739990234375,31.89898681640625,31.839996337890625,31.772994995117188,31.672988891601562,31.602996826171875,31.242996215820312,29.180999755859375,29.128997802734375,29.011993408203125,28.957992553710938,26.386993408203125,22.555999755859375,22.440994262695312,22.43798828125,21.204986572265625,21.07598876953125,19.593994140625,19.46099853515625,19.386993408203125,19.37799072265625,19.263992309570312,19.199996948242188,19.099990844726562,19.0,18.9739990234375,19.0,16.899993896484375,16.79998779296875,16.354995727539062,16.29998779296875,16.199996948242188,15.699999809265137,15.548,15.5,14.4,13.8,13.746
ALIGN TECHNOLOGY INC,78.7760009765625,78.7760009765625,78.53099060058594,78.30499267578125,77.18899536132812,76.38999938964844,76.25498962402344,75.75900268554688,75.60800170898438,74.5679931640625,74.32899475097656,66.38099670410156,66.18199157714844,65.63299560546875,67.03500366210938,67.58000183105469,69.54598999023438,68.64199829101562,68.48100280761719,67.19898986816406,65.85398864746094,64.85899353027344,63.37799072265625,63.003997802734375,62.90199279785156,62.08000183105469,61.972991943359375,61.53498840332031,61.40699768066406,60.87599182128906,60.62098693847656,60.02799987792969,59.56098937988281,58.75299072265625,58.477996826171875,58.050994873046875,57.83099365234375,57.69999694824219,48.128997802734375,48.01899719238281,47.957000732421875,47.77099609375,47.907989501953125,47.85499572753906,47.78999328613281,9.622,7.188,@NA,@NA
ALLEGHANY CORP,8.552000045776367,8.699000358581543,8.885000228881836,8.9350004196167,8.941319622688297,8.99639952049256,9.019860251560203,9.203459586658482,9.217943892913809,9.306377935001365,9.378165790953062,8.76016831706238,8.778312988353946,8.779373613424696,8.854719487367674,8.845168801496811,8.831564348141455,8.831564348141455,8.82506919367188,8.817492201649202,8.787378652961706,8.780754648321931,8.777442119535294,8.769713587655474,8.902313548612142,8.888799505183442,8.884295182037931,8.87979085889242,8.817310973257236,8.816162918555392,8.816162918555392,8.803526648530806,8.78041456400615,8.773385117429711,8.739406665523347,8.697226633920423,8.681152274622036,8.646494253055266,8.711029132701924,8.803051998278647,8.784072732772529,8.792605656225078,8.825519025269841,8.853555607681983,8.619070978164673,8.995813405513763,9.08906648159027,9.251948521137237,9.092025199770926
ALLEGHENY TECHNOLOGIES INC,107.09999084472656,106.35499572753906,106.35299682617188,106.33000183105469,98.94400024414062,98.5419921875,98.57899475097656,98.57398986816406,98.55000305175781,98.06999206542969,98.0780029296875,98.072998046875,98.01199340820312,97.33099365234375,97.29798889160156,100.68499755859375,101.10198974609375,101.58599853515625,102.24400329589844,102.20799255371094,102.14299011230469,101.20098876953125,100.6669921875,100.65599060058594,100.04299926757812,98.20098876953125,97.63499450683594,96.54499816894531,96.39599609375,95.78199768066406,95.489990234375,81.38200378417969,81.24699401855469,80.65499877929688,80.69499206542969,80.96099853515625,80.96099853515625,80.63400268554688,80.63499450683594,80.59199523925781,80.5679931640625,80.31399536132812,80.25999450683594,80.22698974609375,80.13299560546875,80.34,80.652,81.665,83.81
ALLEGIANT TRAVEL CO,19.079986572265625,19.079986572265625,19.061996459960938,19.051986694335938,19.037994384765625,19.005996704101562,19.003997802734375,19.953994750976562,19.926986694335938,19.849990844726562,19.832000732421875,19.967987060546875,20.169998168945312,20.339996337890625,19.77099609375,19.730987548828125,19.696990966796875,20.737991333007812,20.738998413085938,20.6929931640625,19.791000366210938,19.795989990234375,19.795989990234375,@NA,@NA,6.432999610900879,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
ALLERGAN INC,305.27197265625,305.052978515625,305.302001953125,305.019775390625,305.52490234375,303.510986328125,303.669921875,304.413818359375,304.432861328125,304.137939453125,304.180908203125,304.61083984375,304.087890625,303.81884765625,304.73486328125,305.427001953125,305.906982421875,306.90185546875,305.866943359375,304.2720031738281,304.5379943847656,302.9179992675781,301.5,303.22198486328125,265.64801025390625,263.1860046386719,261.4440002441406,260.8160095214844,262.8340148925781,262.5580139160156,263.4779968261719,262.60198974609375,260.2860107421875,261.0,260.8280029296875,259.9519958496094,258.9960021972656,258.7699890136719,258.5459899902344,257.8999938964844,262.5,263.48199462890625,264.1579895019531,263.07598876953125,263.362,262.08,261.964,259.348,259.638
ALLETE INC,37.5,36.79998779296875,36.5,35.899993896484375,35.79998779296875,35.79998779296875,35.69999694824219,35.5,35.19999694824219,34.899993896484375,34.09999084472656,33.19999694824219,32.59999084472656,31.599990844726562,31.0,30.79998779296875,30.79998779296875,30.79998779296875,30.699996948242188,30.5,30.399993896484375,30.399993896484375,30.29998779296875,30.199996948242188,30.099990844726562,30.099990844726562,30.0,29.79998779296875,29.699996948242188,29.5,29.53332852125186,29.3999972303709,29.09999928275738,28.93333262602482,28.799996248881143,28.699995237589064,28.533328580856505,28.466662935416025,28.399997289975545,28.233330633242986,27.966662965218347,27.733330663045308,27.53332864046115,25.19999544620532,24.899998515844345,24.83333185315132,24.733331859111786,24.59999853372574,24.499998539686203
ALLIANCE DATA SYSTEMS CORP,49.83000183105469,49.83000183105469,50.23799133300781,50.99299621582031,51.425994873046875,51.37098693847656,52.468994140625,53.23699951171875,52.727996826171875,52.19898986816406,52.47200012207031,53.64698791503906,59.09700012207031,62.80699157714844,65.64599609375,72.25199890136719,79.16299438476562,78.76199340820312,78.73199462890625,78.71099853515625,78.58999633789062,79.65399169921875,79.77099609375,80.58999633789062,80.41899108886719,80.40499877929688,82.58200073242188,83.31700134277344,83.08499145507812,82.34700012207031,81.32598876953125,80.65699768066406,79.93899536132812,79.625,79.16799926757812,78.70999145507812,74.70899963378906,74.51998901367188,74.364990234375,74.27400207519531,73.95199584960938,73.56900024414062,73.83999633789062,73.81098937988281,71.86099243164062,47.545,@NA,@NA,@NA
ALLIANCE ONE INTL INC,87.36799621582031,87.27999877929688,87.07398986816406,87.08499145507812,87.08499145507812,87.08399963378906,89.34500122070312,89.11299133300781,89.0889892578125,89.0889892578125,89.16099548339844,88.9739990234375,88.96099853515625,88.9639892578125,88.87699890136719,88.89700317382812,88.98199462890625,88.99699401855469,88.7760009765625,88.61399841308594,87.76899719238281,87.48599243164062,87.13699340820312,87.11000061035156,87.13499450683594,87.13600158691406,86.60198974609375,45.36799621582031,45.365997314453125,45.13999938964844,44.8489990234375,44.73699951171875,44.73199462890625,44.730987548828125,44.72499084472656,44.63999938964844,44.63999938964844,44.63999938964844,44.63999938964844,44.57499694824219,44.57499694824219,44.57499694824219,44.57499694824219,44.525,44.525,44.525,44.525,44.525,44.525
